gene,gene_name,TATA,class,tail-dependence,expression,Spt3,Spt7,Taf1,Taf13,Bdf1Bdf2,Esa1,Med1,Med5,Med10,Med14,Med15,TID,Mot1,Bur6,NCB2,Toa1,Ssl2
YOR085W,OST3,TATA-less,TFIID,tail-independent,21.82864409,-1.860778323,-1.20698,-1.760232027,-2.012174637,-2.812081265,-2.407053963,-0.323507332,-0.186593276,-1.96430324,-2.529676563,-0.167614211,-0.10812674,-0.685633052,-0.740906981,-0.884750136,-2.856930031,-4.019577035
YHR026W,VMA16,TATA-less,TFIID,tail-independent,21.79963176,-1.298084888,-1.150485416,-1.635998089,-2.417118444,-1.666225908,-1.310394456,-0.143846518,-0.070626113,-1.926634308,-1.458632373,0.001715452,0.185214872,-0.482199735,-0.596717835,-0.397324031,-2.518988463,-3.542236475
YDL112W,TRM3,TATA-less,TFIID,tail-independent,21.79786941,-1.123954195,-1.184335568,-2.161124852,-2.144641793,-3.798968693,-2.069555231,-0.145746117,0.006856834,-1.422736623,-1.687163405,0.30094307,0.201241499,-0.717022632,-0.348111598,-0.33507028,-2.771735047,-4.147887783
YLR357W,RSC2,TATA-less,TFIID,tail-independent,21.79317383,-1.594415142,-1.144597585,-1.928922885,-1.960706266,-2.03501403,-1.26499099,-0.240524694,-0.035585305,-1.561553923,-1.979635424,-0.077106144,-0.098351681,-0.837221602,-0.824261227,-0.680213879,-2.903952385,-4.119254056
YPR105C,COG4,TATA-less,TFIID,tail-independent,21.75662245,-1.449040192,-1.128535972,-2.16509978,-2.451382792,-1.663742367,-1.885328729,-0.298359889,-0.082794947,-2.769089992,-2.698892363,-0.074259231,-0.058772547,-0.226547156,-0.427977961,-0.35171587,-4.772479538,-5.57616448
YOR311C,DGK1,TATA-containing,TFIID,tail-independent,21.75424974,-0.776442751,-0.756679474,-1.48935389,-1.438982932,-1.332146973,-2.998406133,-0.16394599,-0.086091501,-1.381940765,-1.508525526,0.068398189,0.011438673,0.230934064,0.214117333,0.079743012,-2.890884283,-3.863283036
YHR006W,STP2,TATA-less,TFIID,tail-independent,21.74174697,-1.547667733,-1.080952525,-1.929671301,-1.959068519,-1.692904941,-0.589073806,-0.202011597,-0.091546372,-1.102511217,-1.706204822,-0.09002294,0.017122742,-0.049184362,-0.547856955,-0.454129327,-2.677542789,-3.760332386
YKR100C,SKG1,TATA-less,TFIID,tail-independent,21.70553113,-1.62467162,-0.849090539,-1.936313571,-1.961075355,-2.446377045,-1.787570207,-0.237921149,-0.08530327,-1.364778573,-1.530693072,0.127918535,0.090152383,-0.444291337,-0.540033169,-0.564965358,-3.192114994,-3.69419796
YGL013C,PDR1,TATA-less,TFIID,tail-independent,21.69343474,-1.635733992,-1.218598119,-2.240488634,-2.406860815,-3.757012871,-2.497850119,-0.283558984,-0.050189837,-2.294829528,-2.764982138,-0.12157372,-0.038778884,-0.630494121,-0.88575347,-0.734488058,-4.749018254,-5.131039545
YPL053C,KTR6,TATA-containing,TFIID,tail-independent,21.6858365,-1.715711949,-0.965627934,-2.153913182,-2.164527057,-1.903786423,-2.10556316,-0.24164912,0.015164725,-1.720444538,-1.945332305,-0.035518055,0.069820001,0.28047604,0.065303285,-0.02947303,-4.027116128,-4.213993538
YJR134C,SGM1,TATA-less,TFIID,tail-independent,21.67764429,-1.817521777,-0.760798848,-1.81059607,-2.275536568,-3.456153308,-1.986384555,-0.33505375,-0.077339047,-1.783974043,-2.21220082,0.06153075,-0.069792574,-0.690037427,-0.887424622,-0.813066676,-3.77384566,-4.378354868
YOR241W,MET7,,TFIID,tail-independent,21.6755894,-1.370775139,-0.990041856,-1.686318711,-1.953606756,-2.367315725,-1.894682808,-0.204459646,-0.068896738,-1.503627666,-1.614839651,0.279422169,0.206765744,-0.590792298,-0.490906214,-0.612284009,-3.064094939,-3.918362675
YLL034C,RIX7,,TFIID,tail-independent,21.66829705,-1.08422861,-1.20995997,-2.414297586,-2.49266678,-3.187395485,-2.948693301,-0.284990967,-0.143430649,-1.251469902,-1.121341387,0.342535839,0.230378117,-1.537153559,-1.072725047,-0.762099129,-2.904872514,-4.101538026
YKL204W,EAP1,TATA-less,TFIID,tail-independent,21.65897136,-1.698223016,-1.141362598,-1.611709862,-1.944301069,-2.530119665,-2.156753023,-0.305391666,-0.144061072,-1.445281375,-1.799504796,-0.010230672,-0.031001653,-0.538525891,-0.832438521,-0.645440373,-2.767193556,-3.905637037
YDR146C,SWI5,TATA-less,TFIID,tail-independent,21.63377495,-2.93080583,-1.5737229,-1.990859443,-2.328403579,-0.940014009,-1.762977283,-0.230147266,-0.08104191,-2.12631645,-2.627368067,0.020748194,-0.137114757,-0.445290571,-0.371204322,-0.326318086,-4.415114433,-5.112227814
YKR031C,SPO14,TATA-less,TFIID,tail-independent,21.6325019,-1.706299906,-0.765657305,-2.129560353,-2.21265541,-4.463906507,-2.324056536,-0.249070895,-0.091588744,-1.866391894,-2.242781866,0.006534943,-0.028311904,-0.658423622,-0.856012515,-0.701620037,-3.464771055,-4.610202827
YPR125W,YLH47,TATA-less,TFIID,tail-independent,21.62840442,-1.186262492,-1.417114287,-2.362386424,-2.304250918,-2.25295512,-1.69083117,-0.276544123,-0.106022301,-2.020303858,-2.292920405,0.085787493,0.099139781,-0.791976723,-0.62936929,-0.702952606,-4.828728573,-5.102053622
YMR255W,GFD1,TATA-less,TFIID,tail-independent,21.59950308,-1.98339714,-1.256530501,-1.536071548,-2.634977551,-3.062139317,-3.076434785,-0.278126608,-0.162116355,-1.968407756,-2.492921967,0.130052393,0.141224689,-1.071165587,-0.634551209,-0.722306833,-4.413442732,-4.443571602
YNL236W,SIN4,TATA-less,TFIID,tail-independent,21.5904056,-1.418930653,-1.046389734,-1.853892091,-1.832154658,-2.28195493,-1.879566819,-0.015014764,-0.021333667,-1.308116912,-1.692276434,0.127021207,0.016379917,-0.366443682,-0.456364804,-0.421354836,-3.142121582,-3.742816941
YOR191W,ULS1,TATA-less,TFIID,tail-independent,21.58994284,-1.857091406,-0.973260046,-2.233179294,-2.317011768,-2.424924528,-1.725380256,-0.163171057,-0.030985158,-1.9782987,-2.337918158,0.012355225,-0.031726326,-0.276628634,-0.477437813,-0.44279236,-3.941199276,-4.771209468
YIL030C,SSM4,TATA-less,TFIID,tail-independent,21.58526533,-1.318484392,-1.122591871,-1.991160361,-1.883376778,-3.104611796,-1.668200904,-0.174366229,0.017944243,-1.60528592,-1.776142589,0.041425018,0.01807515,-0.306561459,-0.027097522,-0.116036011,-3.368353796,-4.703087816
YBR179C,FZO1,TATA-less,TFIID,tail-independent,21.58269383,-1.672840131,-1.146229592,-2.135822493,-2.213325364,-2.508223596,-2.63748048,-0.186842989,-0.084436727,-1.69106188,-2.085146499,0.041429678,-0.083906249,-0.477598987,-0.684119866,-0.62170649,-4.28800089,-4.492160909
YDR034C,LYS14,TATA-less,TFIID,tail-independent,21.58158867,-1.091577267,-0.804671053,-2.483312829,-2.670204362,-3.144917882,-2.224465238,-0.127314087,0.119302664,-1.449948163,-1.768103601,0.313961082,0.168798109,-0.693870263,-0.787192776,-0.721650835,-3.554075026,-4.338236317
YDR219C,MFB1,TATA-less,TFIID,tail-independent,21.55997036,-2.154484794,-1.130982485,-1.89914001,-1.685545638,-2.984900801,-2.00416514,-0.251741485,-0.058936607,-1.678958841,-2.017315022,-0.083797923,-0.088033065,-0.061121732,-0.189281584,-0.246717061,-2.925247427,-4.487462724
YOR103C,OST2,TATA-less,TFIID,tail-independent,21.54686602,-0.978069159,-1.03551059,-1.911860348,-2.833882004,-2.217911634,-2.493708743,-0.277588556,-0.299285352,-2.44625623,-2.143849574,0.189722439,0.080731272,-0.876968136,-0.149793689,-0.519069749,-4.719447833,-4.763928046
YNL006W,LST8,TATA-less,TFIID,tail-independent,21.54369467,-1.40650557,-1.304480816,-2.212578213,-2.03154723,-1.739958237,-1.262942001,-0.464694033,-0.255019163,-1.847472068,-1.659677754,0.171257383,0.192810505,0.052237498,0.270000581,0.13370844,-3.457186178,-4.289645298
YDR333C,RQC1,TATA-less,TFIID,tail-independent,21.52864507,-1.424191707,-0.859915056,-1.659036843,-1.497098006,-2.551308851,-1.85977303,-0.094867162,-0.002918929,-1.125076064,-1.267774909,0.011084334,0.056964945,-0.371526096,-0.525353687,-0.585561294,-2.66990384,-3.558446056
YDR027C,VPS54,TATA-less,TFIID,tail-independent,21.52273312,-1.999674942,-1.00920853,-1.774358996,-1.869586514,-2.114458774,-1.620151092,-0.205530476,-0.003880937,-1.643422729,-1.694839575,-0.097623136,-0.016226965,0.155399345,-0.26368945,-0.25131305,-2.606717838,-3.984479561
YHR020W,YHR020W,TATA-containing,TFIID,tail-independent,21.48684236,-0.741647847,-1.506904211,-2.076590681,-2.578837346,-1.236757342,-1.415499191,-0.280876755,-0.144557903,-1.407901318,-1.529264637,0.395770085,0.025517081,-0.849067425,-0.815062292,-0.722881158,-2.743916384,-3.925565735
YJL098W,SAP185,TATA-less,TFIID,tail-independent,21.47551187,-0.97604254,-1.383955901,-2.481007574,-2.46900853,-2.201371164,-1.920963164,-0.226620569,-0.044924497,-1.381666633,-1.548906672,0.416280452,0.237478186,-1.407783141,-0.891319037,-0.673408848,-3.518430037,-3.954759621
YEL061C,CIN8,TATA-less,TFIID,tail-independent,21.4350847,-2.007859433,-1.275133118,-1.953744763,-1.868251124,-3.102458026,-2.391625107,-0.176144596,-0.073033562,-2.022472049,-2.51759696,-0.224264836,-0.105189203,-0.265066274,-0.42444398,-0.342329201,-3.267473174,-5.118226022
YGL140C,YGL140C,TATA-less,TFIID,tail-independent,21.40859588,-1.600123045,-0.867601343,-1.955633237,-1.998636893,-2.750125309,-1.451910846,-0.247527293,-0.004552851,-1.540166601,-1.793871032,-0.044385405,0.010353478,-0.192757455,-0.336979486,-0.352706159,-3.00039848,-4.041406262
YPR070W,MED1,TATA-less,TFIID,tail-independent,21.39611889,-1.509103125,-1.234641203,-2.159367873,-2.153525148,-1.975659952,-2.230137653,-0.04448867,-0.009620692,-1.231474601,-1.468101706,0.159375357,0.114604193,-0.255659348,-0.351040168,-0.339934106,-3.349535433,-3.997849033
YBL007C,SLA1,TATA-less,TFIID,tail-independent,21.38206979,-2.252555781,-1.142660393,-1.608736128,-1.913321182,-1.951659177,-1.487383116,-0.149531,-0.102696072,-1.763006113,-2.153519304,-0.170517079,-0.185784436,-0.036467991,-0.289884461,-0.230802249,-2.766453368,-4.089346725
YNR068C,YNR068C,,TFIID,tail-independent,21.37578252,-1.148139631,-1.756550204,-1.697363511,-2.563729605,-1.203582922,-2.204695468,-0.451925529,-0.191365526,-1.428367083,-2.506814255,0.405387329,0.196919325,0.067381116,-0.339820409,-0.118824221,-4.340306624,-4.026703851
YBR142W,MAK5,TATA-less,TFIID,tail-independent,21.37404394,-0.857062508,-1.221591628,-2.58139647,-2.982590305,-3.207061169,-2.78546718,-0.226694864,-0.296284455,-1.344962861,-1.488338208,0.359991305,0.331305265,-1.040897711,-0.829087723,-0.78522383,-3.814208593,-4.424962618
YER129W,SAK1,,TFIID,tail-independent,21.36435852,-1.683849162,-1.041111133,-1.669790243,-1.596091028,-2.723781716,-1.611600495,-0.11929147,0.086634186,-0.973487597,-1.2534813,0.009415322,-0.066587226,-0.360771871,-0.35060012,-0.24141575,-2.283533811,-3.499068771
YNL252C,MRPL17,TATA-less,TFIID,tail-independent,21.35176803,-1.532836811,-1.318531751,-2.747797805,-3.723268505,-4.225359904,-2.657975531,-0.352626639,-0.131949341,-2.412317532,-2.573006965,0.188460682,0.062977102,-0.810292004,-0.854121991,-0.838671013,-3.57209135,-4.49704387
YER127W,LCP5,TATA-less,TFIID,tail-independent,21.34663309,-0.532019823,-1.444666887,-2.315454091,-2.283837438,-2.883152237,-3.13141419,-0.274515075,-0.199969089,-0.932143501,-1.07488073,0.336315861,0.400833335,-1.582516902,-1.297843575,-1.012478019,-3.171483709,-4.170773934
YDR087C,RRP1,TATA-less,TFIID,tail-independent,21.32278034,-1.118494246,-1.521191801,-1.801703639,-2.513265122,-2.705323508,-2.526843027,-0.348214254,-0.250327862,-1.47217073,-1.315519127,0.340080862,0.396319656,-1.284782439,-0.912083859,-0.782970679,-3.304854582,-4.24485814
YMR140W,SIP5,TATA-less,TFIID,tail-independent,21.32198704,-1.550135258,-0.116136743,-1.615266798,-1.605084426,-2.439528526,-2.454245683,-0.137402507,0.067504438,-1.509951156,-1.93864201,-0.030655824,0.02925231,0.339298682,-0.116535001,-0.115808827,-3.336461681,-4.159769013
YDR515W,SLF1,,TFIID,tail-independent,21.31087446,-1.774108937,-1.236918504,-2.125733399,-1.826275037,-3.784094194,-2.43939655,-0.196157923,-0.029784966,-2.023604732,-2.667872442,0.099841326,0.178002906,-0.615429636,-0.658791927,-0.621786539,-5.328072835,-5.366564112
YGR158C,MTR3,TATA-less,TFIID,tail-independent,21.30113491,-1.157954329,-1.097485839,-3.167228407,-2.889017118,-4.60124607,-4.551071962,-0.248362661,-0.046378354,-1.006847756,-1.315060441,0.562059854,0.285261833,-1.337591301,-0.624917933,-0.619534421,-3.486741426,-4.012436593
YOR376W-A,YOR376W-A,,TFIID,tail-independent,21.29057343,-2.320970075,-0.96425807,-2.727597706,-1.742588319,-3.240361225,-2.087568853,0.05966954,0.052918739,-1.842239585,-2.632042283,0.225396748,-0.073174661,0.132965477,-0.325401128,-0.281224769,-4.13597767,-4.500509958
YMR256C,COX7,TATA-less,TFIID,tail-independent,21.28887189,-1.84289288,-1.049682624,-1.927555706,-2.166587513,-0.312415706,-3.202561015,-0.255954578,-0.021353564,-2.253657006,-2.380792114,0.274567886,-0.000334383,-0.913196333,-0.547887572,-0.960073755,-4.345774837,-4.311012317
YER092W,IES5,TATA-containing,TFIID,tail-independent,21.28544086,-0.441048224,-0.572543648,-2.260439688,-2.320456088,-1.897162977,-2.098054179,-0.522750712,-0.376729746,-1.920497649,-2.315597951,0.159578363,0.105442315,-1.403664115,-1.222478142,-1.169435162,-4.481253347,-4.078656944
YHR201C,PPX1,TATA-less,TFIID,tail-independent,21.27162578,-1.297071404,-1.338518697,-1.741919289,-2.031640108,-2.739776129,-2.117066919,-0.288996831,-0.060125549,-1.844441198,-2.102725871,0.220327372,0.054457027,-0.492095085,-0.478914869,-0.552741996,-3.946829341,-4.599764508
YJL176C,SWI3,TATA-less,TFIID,tail-independent,21.26245647,-1.796490288,-1.092625523,-1.698892143,-2.017616523,-3.76518098,-2.21373286,-0.229036838,-0.082120123,-1.811574646,-2.129223669,-0.040491994,-0.107111515,-0.298529746,-0.543874195,-0.469888953,-3.573426752,-4.609067926
YFL036W,RPO41,TATA-less,TFIID,tail-independent,21.25823044,-1.656666695,-0.86839463,-1.726704058,-2.222981085,-1.417177499,-0.512016781,-0.059499797,-0.020915265,-1.244744553,-1.645670212,0.211781143,-0.081752003,-0.227009114,-0.655920842,-0.635910711,-2.713051263,-3.6493197
YDR468C,TLG1,TATA-less,TFIID,tail-independent,21.25250938,-1.378052847,-0.896047638,-2.433835885,-2.430427992,-3.578568789,-2.6837969,-0.229878987,-0.030898765,-2.451006851,-2.637556325,0.088429083,0.21079704,-0.568012976,-0.465242075,-0.637547578,-5.017412164,-5.306833599
YLR019W,PSR2,TATA-less,TFIID,tail-independent,21.24650671,-1.745738858,-1.210153525,-2.032352578,-1.903901659,-2.225597943,-1.46686826,-0.208156303,0.052221409,-1.705539479,-1.96411924,-0.006274478,-0.020212751,1.057102703,0.684506599,0.441969785,-3.367123566,-4.27348612
YDR407C,TRS120,TATA-containing,TFIID,tail-independent,21.22756048,-1.690265365,-0.90363129,-1.773004551,-1.752872003,-2.415888471,-1.858582171,-0.113726987,0.016053961,-1.589418607,-1.816031689,-0.110984012,-0.073529645,-0.479783758,-0.46385613,-0.515019487,-3.091798221,-3.789404716
YFL048C,EMP47,TATA-less,TFIID,tail-independent,21.22318471,-1.516708066,-0.992346606,-1.997506632,-2.236381626,-4.04949747,-2.611635306,-0.209238077,-0.031407361,-1.785323305,-2.116933704,0.002347755,0.046821849,-0.533985588,-0.674415173,-0.728991195,-3.483927404,-3.956321286
YLR181C,VTA1,,TFIID,tail-independent,21.21982673,-1.304349776,-0.657566893,-1.906716763,-2.106774837,-4.32098586,-2.637434528,-0.285675041,-0.106412377,-2.094444734,-2.150264665,0.109765192,0.087898219,-0.750790897,-0.785791036,-0.8591451,-4.057612914,-4.553084931
YOR157C,PUP1,TATA-less,TFIID,tail-independent,21.2172243,-1.237320182,-1.726232702,-1.788949563,-2.113139253,-2.171688915,-1.589905725,-0.19229729,-0.240465422,-2.00364646,-2.05095599,-0.154945292,-0.058875439,-0.603629331,-0.542852168,-0.544238281,-3.777576656,-4.431339312
YGR200C,ELP2,TATA-less,TFIID,tail-independent,21.20684745,-1.273996138,-1.332551628,-2.479133585,-2.890834126,-3.638256385,-3.417612987,-0.206534075,-0.053146306,-1.597679609,-1.444251345,0.330840816,0.185645937,-1.281090297,-0.844273491,-0.78422573,-3.394678826,-4.663855321
YOR021C,SFM1,TATA-less,TFIID,tail-independent,21.19979723,-0.879007446,-1.46457218,-2.400676748,-2.459105124,-2.020639727,-2.008843587,-0.274477001,-0.21231484,-1.65918303,-1.338938698,0.38307316,0.382260992,-1.328324772,-0.871228515,-1.040584364,-3.541670938,-4.126221919
YDR328C,SKP1,TATA-less,TFIID,tail-independent,21.19337527,-1.830207864,-0.894406644,-2.06563905,-2.466422916,-3.375649452,-2.233434804,-0.411755104,-0.245130849,-2.125727166,-2.483669969,0.176598197,0.142512136,-0.983472848,-0.756752435,-0.901781477,-3.86068751,-4.321166175
YMR153W,NUP53,TATA-less,TFIID,tail-independent,21.17211846,-1.36212758,-1.11907188,-2.011579759,-2.122626044,-2.661129681,-2.121676431,-0.293813597,-0.171885566,-1.387427309,-1.568306866,0.097125188,0.057526216,-0.636560747,-0.622894581,-0.575682556,-2.866558502,-3.986107497
YER082C,UTP7,TATA-less,TFIID,tail-independent,21.1672298,-1.054870824,-1.438382673,-2.623986093,-3.212722303,-3.897786894,-3.435539319,-0.349422327,-0.152973878,-1.45673525,-1.771422201,0.318955922,0.293673183,-1.359369825,-1.037342614,-0.912592741,-3.192374276,-3.857267256
YJL183W,MNN11,TATA-containing,TFIID,tail-independent,21.13296299,-1.421443109,-0.654328964,-1.756073582,-2.396038289,-2.479384982,-3.019789605,-0.090539225,-0.013828174,-1.920773309,-2.083516762,0.089765225,0.022886429,-0.20096545,-0.344618955,-0.231677899,-3.490971689,-4.761604136
YDR081C,PDC2,TATA-less,TFIID,tail-independent,21.123068,-1.457409182,-0.920990529,-1.774536796,-1.826161891,-2.773004485,-2.102337491,-0.141668436,-0.01924366,-1.079119856,-1.252253238,0.06592381,0.101076925,-0.172920639,-0.549792483,-0.461808303,-2.741770433,-3.446084517
YER166W,DNF1,TATA-less,TFIID,tail-independent,21.12168331,-2.033991167,-1.350736291,-2.131130297,-2.399747204,-2.647533755,-1.375021765,-0.221399958,-0.015483734,-2.06993797,-2.36632439,-0.201976973,-0.151146183,-0.473621626,-0.581627979,-0.531501076,-3.538679271,-4.615720655
YBR140C,IRA1,,TFIID,tail-independent,21.11696773,-1.767840402,-0.864311709,-1.893016496,-1.953059685,-2.515720877,-1.57024944,-0.130375925,-0.00709874,-1.381401496,-1.744515415,-0.057158713,-0.105722219,-0.360441345,-0.388724529,-0.326742584,-2.936320333,-3.871728899
YJR091C,JSN1,TATA-less,TFIID,tail-independent,21.10884123,-1.98027335,-1.136764993,-1.870295154,-1.959241515,-2.192702983,-2.575252696,-0.221804864,0.055743416,-1.574873683,-2.296046257,-0.076148128,-0.071376966,-0.013744171,-0.437437662,-0.365812565,-3.115003021,-3.902222455
YJR092W,BUD4,TATA-less,TFIID,tail-independent,21.09234781,-2.507120772,-1.538232654,-1.720091841,-2.185950906,-0.96196872,-1.934101474,-0.29919151,-0.112984673,-1.915231559,-2.356098585,-0.147334895,-0.181608326,-0.222820144,-0.071908937,-0.047987311,-3.514474379,-4.540275438
YDR326C,YSP2,TATA-containing,TFIID,tail-independent,21.08842572,-1.340459484,-0.825307295,-1.980696459,-2.069043697,-2.556519332,-2.309261812,-0.194185433,0.021536684,-1.427613915,-1.681625818,0.07821263,-0.061898327,0.489822271,0.042687501,0.115997462,-2.522810552,-3.964778151
YBL085W,BOI1,TATA-less,TFIID,tail-independent,21.08173955,-2.137165867,-1.227170911,-2.049089876,-2.306834732,-1.74542879,-1.147855234,-0.16977766,-0.013150343,-2.217539216,-2.540884837,-0.119824579,-0.145336953,-0.49595139,-0.814372412,-0.723707146,-3.694826997,-4.808282999
YNR022C,MRPL50,TATA-containing,TFIID,tail-independent,21.07018681,-1.218326295,-0.925332233,-1.663539606,-2.118094799,-3.399600612,-2.082671304,-0.441071062,-0.262451616,-2.053103241,-2.3840048,0.348321576,0.119497573,-0.399375785,-0.418268807,-0.92459686,-4.592986672,-4.533344013
YLR182W,SWI6,,TFIID,tail-independent,21.06541634,-1.650354517,-1.016923727,-1.993252101,-2.05400312,-3.818061778,-2.531108185,-0.18232888,-0.105633574,-1.829231099,-2.036141283,-0.060601901,-0.094333212,-0.523465039,-0.625101294,-0.507061775,-3.778736843,-4.621650486
YKR092C,SRP40,TATA-less,TFIID,tail-independent,21.06210234,-0.61493165,-1.46588012,-2.330776063,-2.736041381,-1.492240681,-2.344205647,-0.260657275,-0.203868702,-1.137632367,-1.285322549,0.327454824,0.31609829,-1.745254064,-1.211286851,-1.051009864,-3.058489678,-4.195161678
YIL094C,LYS12,TATA-containing,TFIID,tail-independent,21.05651249,-0.0708147,-1.185994707,-1.995701192,-2.189152988,-2.1275797,-3.14144858,-0.465490088,-0.164799394,-2.318263927,-2.602587527,0.078093549,0.085591301,0.563848611,0.616521632,0.43433943,-4.102492716,-4.654344722
YGL151W,NUT1,TATA-less,TFIID,tail-independent,21.05075503,-1.865104778,-0.969215303,-1.520861069,-1.631565756,-2.708612471,-1.754586303,-0.198569016,0.094809599,-1.336783544,-1.575118801,0.06086713,0.034434088,-0.360246051,-0.511143137,-0.562368927,-2.669524775,-3.664809386
YGR072W,UPF3,TATA-less,TFIID,tail-independent,21.04044508,-1.222221714,-0.877393081,-1.807629469,-2.179721363,-3.56299861,-2.791134196,-0.261718897,-0.088209339,-1.228326295,-1.441152812,0.348030606,0.232538437,-0.592285909,-0.473870472,-0.501628599,-3.388423507,-4.112881792
YOR283W,YOR283W,TATA-less,TFIID,tail-independent,21.03789809,-1.341804757,-1.011118131,-2.885269499,-2.726378595,-2.477750364,-2.992206323,-0.395778622,-0.275146221,-2.005074557,-2.311357518,0.246140547,0.178615095,-0.256454185,0.033179261,-0.328540097,-4.551015169,-5.110827505
YDR150W,NUM1,,TFIID,tail-independent,21.03114383,-1.917589088,-1.169635047,-1.632991782,-1.973082582,-2.034940832,-2.272636357,-0.165462348,-0.097822277,-1.631835196,-2.106087182,-0.11326724,-0.147768939,-0.477085884,-0.608556381,-0.497819071,-3.017308003,-4.123942714
YHL002W,HSE1,TATA-containing,TFIID,tail-independent,21.01609086,-1.704984969,-1.050724657,-1.644423889,-1.711957539,-2.250250361,-2.354925173,-0.201657038,0.005010032,-1.358703621,-1.99531867,0.000801497,-0.076887539,0.225472069,-0.120260467,-0.122260381,-3.418866555,-4.128458033
YGL090W,LIF1,,TFIID,tail-independent,20.98675675,-1.611637764,-0.782315671,-1.750546571,-2.255273977,-2.542506155,-2.355705632,-0.329808836,-0.150562246,-1.807519485,-1.791069838,0.114628641,0.09187773,0.177238998,-0.36896518,-0.262095766,-3.922508556,-4.168076169
YNL216W,RAP1,TATA-less,TFIID,tail-independent,20.97230551,-1.950226828,-1.435359086,-2.350465222,-2.307270633,-2.181232422,-1.011291734,-0.275045763,-0.126722015,-2.034096521,-2.440811951,-0.07756628,-0.101074287,-1.182668318,-0.799091475,-0.667718068,-3.845103143,-5.257808394
YLR023C,IZH3,TATA-less,TFIID,tail-independent,20.97059441,-0.611396419,-0.447671793,-1.127337456,-1.410903018,-0.588278049,-0.681959485,-0.018476873,-0.038663817,-1.467485179,-2.213200136,-0.114815069,-0.118397213,0.334905738,0.141086075,-0.050092924,-4.111773249,-3.831912789
YBL050W,SEC17,TATA-less,TFIID,tail-independent,20.96920059,-1.464557248,-0.704315058,-1.903085289,-2.302854808,-2.798760662,-2.54210665,-0.277814341,-0.057667141,-1.73207021,-1.735784509,-0.048559304,0.109612544,-0.43882059,-0.423907723,-0.680985831,-3.248516008,-3.746918472
YKL154W,SRP102,,TFIID,tail-independent,20.96348345,-1.27704593,-1.069237058,-1.810456818,-2.037632447,-3.859395825,-2.635720943,-0.253848119,-0.119739244,-1.713017507,-1.989573441,0.172097305,0.169977794,-0.889040024,-0.682854115,-0.80162322,-4.104755987,-4.770633307
YDL073W,YDL073W,TATA-less,TFIID,tail-independent,20.95808405,-1.230826284,-0.394369231,-1.69896945,-1.549659681,-2.507146927,-2.080735231,-0.159758517,-0.015472853,-1.030989868,-1.250291275,0.101671,0.146051076,0.039600444,-0.024652348,-0.102472088,-2.488379595,-3.302289361
YPL184C,MRN1,,TFIID,tail-independent,20.93751975,-1.97000121,-1.062576119,-1.531611431,-1.829269322,-1.521311729,-0.216448906,-0.186985401,0.000987374,-1.310077096,-1.223848219,-0.049117146,-0.039206783,-0.230646224,-0.556150894,-0.460980803,-1.7794867,-3.304824143
YIL091C,UTP25,TATA-less,TFIID,tail-independent,20.9198484,-0.83413311,-1.344097519,-2.133022247,-2.355822621,-3.219087977,-3.590857206,-0.157535163,-0.15498169,-0.779102103,-0.76971894,0.437241646,0.295544999,-1.088531405,-0.570272001,-0.535039747,-2.885388694,-3.736721692
YKL192C,ACP1,TATA-less,TFIID,tail-independent,20.91811824,-1.575294783,-1.34564083,-2.325463821,-2.2951971,-3.102002637,-2.622632232,-0.249101782,-0.016376699,-2.309358248,-2.338409241,0.009620349,0.112211479,-1.339740928,-1.016563737,-0.989651113,-3.864728529,-4.832833263
YJL207C,LAA1,TATA-less,TFIID,tail-independent,20.91113366,-1.688897476,-1.123044982,-2.045823708,-2.171762119,-2.627053794,-1.781625005,-0.131699311,0.023978991,-1.62411239,-1.824952365,0.09297636,0.008766745,-0.673014017,-0.588102254,-0.581334643,-3.137706465,-4.050008217
YLR371W,ROM2,TATA-less,TFIID,tail-independent,20.89862079,-1.971267482,-1.099317561,-1.856624867,-1.927926524,-3.949775151,-1.90719697,-0.170543631,0.093018947,-1.669871783,-2.068923662,-0.150102736,-0.101642511,-0.141902054,-0.474062061,-0.381042744,-3.404145095,-4.527769126
YKL213C,DOA1,TATA-less,TFIID,tail-independent,20.89418967,-2.004294907,-1.624036511,-1.76245127,-1.910016071,-2.887726244,-1.729043425,-0.232855711,-0.067262744,-1.821576638,-1.946334586,-0.07587928,-0.02020255,-0.435078809,-0.659264985,-0.701495008,-3.942872445,-4.401285129
YNL156C,NSG2,TATA-less,TFIID,tail-independent,20.88265686,-1.551974025,-0.895471868,-1.678600567,-1.809626304,-1.20920286,-1.467224301,-0.27103964,0.039113605,-1.768115183,-2.159364297,-0.051446765,-0.096354811,0.182459404,-0.065514824,-0.070383503,-3.304926441,-3.926798336
YDR390C,UBA2,TATA-less,TFIID,tail-independent,20.88223834,-1.468606673,-0.919516571,-2.533599522,-2.448319061,-3.990216329,-2.4464036,-0.212881516,-0.029533562,-1.861334827,-2.230031258,0.257542725,0.11457921,-0.803484103,-0.79191298,-0.763660496,-4.483926181,-5.314630013
YPR008W,HAA1,TATA-less,TFIID,tail-independent,20.87818816,-1.849090621,-1.802291338,-2.237109239,-2.570671028,-0.893723409,-0.521682293,-0.139597388,0.031440156,-1.593802371,-2.341396443,0.118079013,-0.037878409,0.238893692,-0.17101482,-0.169443992,-4.247746713,-5.361285534
