gene,gene_name,TATA,class,tail-dependence,expression,Spt3,Spt7,Taf1,Taf13,Bdf1Bdf2,Esa1,Med1,Med5,Med10,Med14,Med15,TID,Mot1,Bur6,NCB2,Toa1,Ssl2
YPR036W-A,SPO24,TATA-containing,CR,tail-dependent,1605.616178,-1.454351615,-1.174115391,0.364835166,0.200644015,0.623171952,-0.774124792,0.112976279,-0.021264899,-1.192753489,-3.003707254,-1.084514123,-1.18565372,0.530663162,0.036514942,-0.058603718,-1.420126344,-5.377895653
YLR109W,AHP1,TATA-containing,CR,tail-dependent,732.7964237,-2.449515703,-3.683724322,-0.287279027,-0.653262453,0.07789114,-1.180976452,-0.055863835,-0.086993772,-3.121660999,-3.63685944,-1.375141294,-1.556763417,-0.111721213,-0.559301847,-0.661899831,-3.031730984,-5.765304244
YHR179W,OYE2,TATA-containing,CR,tail-dependent,690.2661049,-1.550724208,-1.977531666,-0.363773469,-0.634454984,-0.195689621,-0.809089048,-0.391148462,-0.373083289,-3.102520138,-3.601652386,-0.639742448,-0.451132608,-0.016169913,-0.365436844,-0.449109558,-3.699066053,-6.281614255
YGR209C,TRX2,TATA-containing,CR,tail-independent,604.7561255,-2.221473389,-2.191596807,0.178009942,0.218667846,0.467950354,-0.355520081,0.612155401,0.297621608,-1.951455201,-2.360889844,0.688569431,-0.278094915,0.445515686,-0.036400956,-0.257058003,-3.667684946,-5.29837381
YOL151W,GRE2,TATA-containing,CR,tail-dependent,550.2401357,-2.316813447,-2.975430957,-0.227656001,-0.343379024,0.147490784,-0.321649895,-0.060612502,-0.158748656,-2.988371551,-4.352371402,-1.172387877,-1.667626106,0.208691254,-0.235052114,-0.288117269,-2.973679051,-6.271374568
YGR192C,TDH3,TATA-containing,CR,tail-dependent,550.0449288,-2.986262307,-2.0676652,0.01565295,-0.459031028,0.444201042,0.224598609,-0.021727596,-0.180961379,-3.083940022,-2.915655239,-1.262290561,-1.182215492,-0.024550791,-0.308359481,-0.481197394,-2.237039197,-3.694477352
YOL109W,ZEO1,TATA-containing,CR,tail-dependent,542.5090742,-2.916285132,-2.367623055,-0.020122803,-0.470144525,0.105259958,-0.308726294,-0.053560485,-0.06238585,-3.602473083,-4.316346811,-1.47969706,-1.616669006,-0.110353666,-0.02116734,-0.308824731,-4.668697044,-5.897864348
YLR110C,CCW12,TATA-containing,CR,tail-dependent,436.5089442,-2.464837349,-2.46103313,-0.224192802,-0.58960925,0.041580265,0.162772444,0.004408238,-0.034448182,-3.325434724,-3.372967877,-0.969147814,-1.227027239,-0.092499922,-0.392070234,-0.568802824,-3.316818621,-4.70177779
YDR524C-B,YDR524C-B,TATA-containing,CR,tail-dependent,409.1774477,-1.375033209,-1.422944804,-0.278549611,-0.611321736,0.036140314,-0.826584942,0.016418553,-0.15286494,-3.193934913,-3.051184037,-1.003547623,-1.235006572,0.16128344,-0.166993808,-0.4333152,-3.148667106,-4.307662395
YGL008C,PMA1,TATA-containing,CR,tail-dependent,408.4669721,-2.829615712,-2.509955324,-0.461033588,-1.243708907,-0.073629011,-0.030692181,-0.061026941,0.257666486,-3.125328723,-3.275001573,-1.507774752,-1.594328669,0.208163299,-0.080101794,-0.02631381,-3.31304559,-4.82990856
YPL240C,HSP82,TATA-containing,CR,tail-independent,398.2015965,-3.541741996,-2.937633777,-1.650368396,-1.615416643,-0.545866774,0.310235918,-0.913541308,-0.557255425,-5.399735653,-4.840939984,-0.322246542,-0.124851362,0.355875619,-0.371330607,-0.208032141,-5.478309329,-6.367842041
YMR186W,HSC82,TATA-containing,CR,tail-independent,383.7342797,-2.475787305,-1.681272973,-1.088791439,-1.285565513,-0.29818187,0.214714679,-0.510582612,-0.354958284,-3.40331176,-3.215327047,-0.120924252,-0.159059273,0.20289414,-0.498628154,-0.269715564,-3.830330532,-4.725430481
YBR244W,GPX2,TATA-containing,CR,tail-independent,378.8099634,-2.724304494,-2.750412727,-0.45157132,-0.647077995,0.034002723,-1.637689548,0.472531266,0.403424991,-2.005259831,-2.454257471,1.089402837,-0.620862211,0.376101715,0.159245788,-0.031528035,-5.014883644,-5.467264987
YNL134C,YNL134C,TATA-less,CR,tail-dependent,370.2962766,-1.545571251,-1.540121634,-0.243574653,-0.399620885,0.114697207,-0.655310979,-0.151728259,-0.264729569,-3.395453474,-4.60375186,-0.15727523,-0.848724891,0.047035247,-0.43518338,-0.499619711,-3.932818819,-6.191853795
YHR174W,ENO2,TATA-less,CR,tail-dependent,357.2482559,-3.260759142,-2.923751404,-0.031018148,-0.778647792,0.493958244,0.452226865,-0.012198832,-0.035902558,-3.097018754,-2.806606698,-1.321955191,-1.060983158,-0.00449269,-0.511661291,-0.498223032,-2.638887745,-3.828731806
YCR012W,PGK1,TATA-containing,CR,tail-dependent,346.8416448,-3.362939514,-2.890738492,0.123465028,-0.320288255,0.507513639,0.776002537,0.017868485,-0.07266222,-3.263660138,-2.880765516,-1.678384382,-1.302714742,0.661645933,0.062287722,-0.020925736,-3.426733531,-4.69400074
YGR142W,BTN2,TATA-containing,CR,tail-independent,342.6848072,-3.489455258,-2.999421643,-1.893271676,-2.163887744,-0.615631412,0.467545011,-1.216329506,-0.584640642,-4.18978406,-3.157218369,0.491916329,0.87831756,0.370223348,-0.402803096,-0.252447296,-5.455128963,-6.406547258
YML028W,TSA1,TATA-containing,CR,tail-independent,335.0787884,-1.97104881,-2.233717672,-0.099008026,-0.458926794,0.426143082,-0.860458388,0.454861038,0.238216294,-1.812427319,-1.922095597,0.275376841,-0.653530238,0.202884781,-0.16923883,-0.302230699,-2.565413539,-4.874695133
YOR298C-A,MBF1,TATA-containing,CR,tail-independent,324.4958813,-2.458326293,-2.368486766,-1.286844687,-1.217329244,-0.397623496,-0.554890305,-0.451252073,-0.286691015,-3.778850852,-3.713526167,-0.205312654,-0.056669334,-0.054054046,-0.173405806,-0.185656281,-5.53721274,-6.295730332
YLR075W,RPL10,TATA-containing,CR,tail-independent,318.6584939,-0.649368737,-0.923596171,-0.67029411,-0.873958697,0.009876125,-0.002930686,-0.162475311,-0.130601914,-2.423260176,-2.28686051,-0.016893913,-0.082281119,-0.02371937,-0.248968193,-0.358856247,-3.551357447,-4.662927571
YLL024C,SSA2,TATA-containing,CR,tail-dependent,317.3786855,-2.854174044,-2.627123803,-1.008231393,-1.304957178,-0.377676124,-0.374009037,-0.546546176,-0.331118438,-3.787717252,-3.462508592,-0.419720281,-0.455552296,0.272878886,-0.472601675,-0.363123679,-4.210106472,-4.52975132
YKL152C,GPM1,TATA-less,CR,tail-dependent,311.2681616,-2.685246376,-2.430846876,0.213744872,-0.406848963,0.782466938,0.112213561,0.065831964,0.091029408,-3.192953824,-3.29861538,-1.398896342,-1.300464485,0.015943466,-0.578412975,-0.641409774,-3.122660075,-4.19772114
YML131W,YML131W,TATA-containing,CR,tail-independent,307.0805059,-2.405729257,-1.912115653,-0.240540166,-0.304260776,-0.083222322,-0.438606722,0.109481466,-0.071572041,-2.76114385,-3.694700933,-0.042934578,-0.4887391,0.40678482,-0.167102182,-0.309485858,-3.137486786,-5.764603485
YCR024C-A,PMP1,TATA-containing,CR,tail-dependent,295.3571291,-2.561713879,-3.008248874,-0.681004676,-1.71083903,0.120146899,-0.084624895,-0.156002597,0.039753005,-3.128641369,-2.908405595,-0.595029271,-0.894609926,0.031657852,-0.118050293,-0.045831918,-3.087799565,-5.390976503
YOR153W,PDR5,TATA-less,CR,tail-dependent,294.4628758,-3.646949763,-3.948707227,-0.690761199,-1.182220338,-0.189922685,0.025237564,-0.659304674,-0.324767994,-3.691367832,-4.243732612,-1.777775068,-1.243121001,0.633212669,0.122370457,0.167130151,-4.630921344,-5.616062479
YPL187W,MF(ALPHA)1,,CR,tail-dependent,288.693713,-2.649719609,-5.086186923,-0.445668296,-2.54965577,-0.257398328,-1.030968413,-0.292277243,-0.247070414,-4.19140913,-5.211855071,-2.159506926,-1.529752635,-0.585392596,-0.5896954,-0.910488769,-5.531693081,-6.910785993
YLR460C,YLR460C,,CR,tail-independent,286.6226044,-2.42876482,-1.973653178,-0.387951861,-0.700598962,-0.155163728,-1.633522763,-0.407449703,-0.429202119,-3.337373802,-3.834117662,0.076903232,-0.140311495,-0.51162383,-0.527881769,-0.599759213,-4.150394457,-6.138934706
YDR353W,TRR1,TATA-less,CR,tail-independent,280.1921216,-2.092710937,-2.377759422,0.081619972,-0.289452025,0.218601587,-0.4190082,0.535963177,0.176928956,-2.061482645,-2.860810458,0.508219356,-0.302737561,0.162809543,-0.277918689,-0.373458055,-3.949646678,-5.162667447
YGR055W,MUP1,TATA-containing,CR,tail-dependent,273.7110043,-1.489599512,-1.302053083,-0.388232227,0.083876696,-0.050123132,-0.090948625,-0.237978417,-0.080927902,-2.448061984,-2.470285073,-0.829070272,-0.894657073,0.500198811,0.169308409,0.157893918,-4.27547071,-5.253153055
YJR104C,SOD1,TATA-containing,CR,tail-dependent,265.4843712,-3.356078965,-3.139177042,-0.139502304,-0.362413239,0.248963973,-0.323765203,0.035051827,-0.139924101,-2.822604711,-3.142742692,-0.388292945,-1.070423617,0.277312476,-0.126480107,-0.343284994,-4.820796901,-5.443486404
YDR011W,SNQ2,TATA-containing,CR,tail-dependent,263.2366543,-3.361658513,-3.044053258,-0.596820307,-0.905263989,-0.183881323,0.188538212,-0.23102935,-0.172701764,-3.262701927,-4.102384505,-0.776948622,-0.776291947,0.747664913,0.250889978,0.32230097,-4.663603342,-6.171406819
YNL031C,HHT2,TATA-containing,CR,tail-dependent,252.6411804,-1.65954648,-1.382171258,-0.594206006,-0.643316147,0.103675436,-0.558697475,0.133492194,-0.056274274,-3.363600233,-4.32976904,-0.901283692,-0.856884868,-0.070908352,0.080704318,-0.221786553,-3.665850246,-6.605892587
YGR155W,CYS4,TATA-containing,CR,tail-dependent,252.1156205,-2.511640914,-2.856116306,-0.58093197,-0.847603342,-0.58551974,-2.803355614,-0.00659081,0.00738075,-2.464244128,-3.133715784,-0.38805105,-0.836746315,-0.002870514,-0.241590901,-0.166735579,-5.130753059,-5.153271453
YKL060C,FBA1,TATA-containing,CR,tail-dependent,251.8793953,-3.226260473,-3.320898164,0.274553214,-0.382371364,0.550564034,0.862222905,0.080816342,0.045099997,-2.938382695,-2.820128826,-1.679946954,-1.271094764,0.379498895,-0.126114326,-0.249804858,-2.831569909,-3.982115381
YEL017C-A,PMP2,TATA-less,CR,tail-dependent,251.5072752,-2.064326546,-2.516261652,-1.137777145,-1.435594158,0.179301328,-0.102534349,-0.194134853,0.145048361,-3.622839239,-2.568610787,-0.236783514,-0.551900282,0.314234799,-0.03546706,-0.102954394,-4.418775493,-5.18970514
YAL005C,SSA1,TATA-containing,CR,tail-dependent,250.8816636,-4.27861484,-3.960709526,-1.285436516,-1.369045226,-0.465563144,0.318466211,-0.707798972,-0.372424918,-4.681746,-4.574457322,-0.585156505,-0.450974055,0.556029964,-0.177581461,-0.100202504,-4.760825571,-5.450184443
YPL061W,ALD6,TATA-containing,CR,tail-dependent,249.4552894,-2.258573366,-2.966504351,-0.138074477,-1.029388025,0.023306582,-0.124639156,0.029436969,0.108657968,-3.027796392,-4.020646811,-2.659478649,-1.615255784,0.329457072,-0.293502107,-0.324872575,-4.041350449,-6.341586239
YJR045C,SSC1,TATA-less,CR,tail-independent,240.6843188,-2.236978645,-1.660951444,-1.002841335,-1.031904917,-0.218644966,-0.47463281,-0.331918489,-0.121980272,-2.363119278,-2.478961766,-0.16314382,-0.047214536,0.235720509,-0.364023931,-0.304380814,-4.059176228,-4.782761102
YAL038W,CDC19,TATA-less,CR,tail-dependent,237.0153127,-2.674628268,-2.113541164,0.055672554,-0.548115633,0.51314396,0.300653944,-0.100697609,-0.002842302,-2.816020572,-2.923873524,-1.327619568,-1.249945718,0.160810668,-0.329125455,-0.358630134,-2.160017202,-3.577394141
YLL026W,HSP104,TATA-containing,CR,tail-independent,228.3361995,-4.343259741,-3.291977147,-1.425447813,-1.831956485,-0.707836887,-0.495682226,-0.570247325,-0.263769234,-4.051293238,-3.772204666,-0.217469575,-0.394026722,0.515189369,-0.137813364,-0.053254013,-5.135971462,-5.698978014
YNL030W,HHF2,TATA-containing,CR,tail-dependent,224.5395268,-1.775554351,-1.616861452,-0.389979043,-0.551182385,0.329130055,-1.012016346,0.199582872,-0.054266787,-2.979338955,-3.933624491,-0.674838122,-1.041988741,0.06497218,0.23309403,-0.071576368,-2.907365088,-6.245289526
YBR008C,FLR1,TATA-less,CR,tail-independent,219.5487302,-1.799886637,-2.257257468,-0.112471812,0.194081345,-0.112470545,-0.759109328,0.244391535,0.076048815,-1.848090318,-1.676930786,0.0605059,0.170394652,0.422022254,-0.407435495,-0.38214214,-3.044686753,-6.174490122
YLR249W,YEF3,TATA-containing,CR,tail-independent,217.0651322,-1.20677415,-1.759481135,-0.999655563,-1.464489231,-0.352917215,-0.283897075,-0.171272627,-0.091301422,-2.082783786,-1.941652251,-0.18422221,-0.346617728,-0.195128842,-0.219964445,-0.08389299,-2.280026707,-3.549159269
YDR050C,TPI1,TATA-less,CR,tail-dependent,209.9987888,-3.042893602,-2.623111462,0.24411943,-0.396416805,0.663963681,-0.203692815,0.006430783,0.096113239,-3.525751192,-3.400859765,-1.642887053,-1.479150992,0.196271195,-0.198574795,-0.360312926,-4.297884791,-5.704879759
YGR234W,YHB1,TATA-containing,CR,tail-dependent,208.544576,-3.474522195,-4.286204948,-0.045853497,-0.280527339,-0.245777433,-1.523077756,0.119997181,0.280927416,-2.944314454,-4.114730455,-0.964225385,-1.332404736,0.350392031,-0.090474174,-0.109386399,-4.404467036,-5.958741597
YER091C,MET6,TATA-containing,CR,tail-dependent,207.5031601,-0.872183335,-1.095343379,-0.668867368,-0.10467822,-0.249656958,0.821835581,-0.760467715,-0.689526386,-3.009924128,-3.660492609,-1.802699366,-1.086157443,0.296629113,-0.246169543,-0.198771781,-3.988813208,-3.822714693
YJL034W,KAR2,TATA-containing,CR,tail-independent,197.4291871,-2.734708776,-2.140603361,-0.848120079,-1.35248268,0.045765839,-0.16783521,-0.47475253,-0.323350637,-3.59698654,-2.999201664,-0.357623195,-0.318404366,-0.104551371,-0.798700353,-0.596781351,-4.378271971,-6.169590208
YLR355C,ILV5,TATA-containing,CR,tail-dependent,192.2068739,-1.354751672,-1.242016936,-0.337032168,-0.666106794,0.049538839,0.000324679,-0.032380833,-0.139363778,-1.978587784,-2.339369427,-0.645239641,-0.994214545,0.270932826,-0.175277273,-0.212373761,-4.107738585,-5.346524543
YCL026C-A,FRM2,,CR,tail-independent,185.8360866,-1.181188605,-1.575147693,-0.599733365,-0.898659978,-0.705547351,-2.012863413,-0.158899201,-0.158051751,-1.487549999,-2.550490283,1.310894045,-0.119463667,-0.060132208,-0.362554278,-0.26331344,-4.386943197,-7.032898481
YIL053W,GPP1,TATA-containing,CR,tail-dependent,185.4841104,-1.561923517,-2.221688958,-0.127349644,-0.815931163,0.485980265,-0.248052722,0.027003849,0.198571021,-2.45289107,-3.169291862,-1.529290945,-0.992372845,0.116443391,0.237623405,0.005606757,-5.531936217,-6.224966365
YDR224C,HTB1,TATA-containing,CR,tail-independent,184.4034249,-2.064444659,-1.870731292,-0.873392456,-1.245513521,-0.720809531,-2.067525893,0.000803059,-0.064678955,-2.115734405,-2.875393683,-0.201979028,-0.244251378,-0.43657849,-0.128042315,-0.352547303,-2.410415942,-6.316759604
YDR225W,HTA1,TATA-containing,CR,tail-independent,182.7334759,-1.99755192,-1.959187765,-0.971587877,-1.097862326,-0.323747892,-1.112211208,0.122446227,0.133030235,-1.774021969,-2.130475163,-0.19755016,-0.133622838,-0.249455584,-0.176622401,-0.507350015,-2.732964248,-6.387014783
YLR044C,PDC1,TATA-containing,CR,tail-dependent,181.8643886,-2.330053046,-1.93852177,0.378919332,-0.455740875,0.547321407,0.62896058,0.046988702,0.019747265,-2.374309686,-2.774762844,-1.766866039,-1.235591919,0.491088331,0.153050127,0.105346936,-1.788825717,-2.864823679
YLR108C,YLR108C,TATA-less,CR,tail-dependent,180.4755502,-2.531892055,-2.214431278,-0.309497943,-0.330001613,0.04820903,-0.141620676,-0.255862447,-0.274168503,-3.382806449,-3.779011801,-0.71894922,-0.950539807,0.652122337,-0.01456105,0.106863409,-4.755338725,-5.285871073
YNL007C,SIS1,TATA-containing,CR,tail-independent,177.8492571,-2.511144921,-1.802306818,-1.353018516,-1.490597815,-0.458223197,-0.629942955,-0.562144744,-0.369613597,-3.989590253,-3.729010485,-0.111536407,-0.017479591,0.27230261,-0.120526819,-0.167753497,-5.297238394,-5.856912753
YBR009C,HHF1,TATA-containing,CR,tail-independent,176.9354706,-2.290162894,-3.15108976,-0.580783351,-0.960473102,0.108011409,-1.302400809,0.380817522,0.339341829,-1.826383831,-2.254783964,-0.021718605,-0.528115592,-0.257145148,-0.063535826,-0.186422706,-1.494640623,-6.1026589
YBL002W,HTB2,TATA-containing,CR,tail-dependent,162.4269944,-1.903281307,-2.233012235,-0.207406809,-0.485065111,0.259362812,-1.138851575,0.186163836,0.114786264,-3.140466638,-3.80859311,-0.858843601,-0.889868868,0.274885397,0.125430941,-0.062813818,-3.518087657,-6.886126691
YEL009C,GCN4,,CR,tail-dependent,157.7848648,-0.859404709,-0.705726999,-0.612323832,-0.780670735,0.118768171,-0.28714429,-0.013775618,0.255793333,-2.028052157,-2.621068669,-0.315628107,-0.534028169,0.111257093,-0.099847664,-0.14014131,-3.26498343,-4.734345153
YOR027W,STI1,TATA-containing,CR,tail-independent,157.5983721,-3.156123524,-2.973809365,-1.841094262,-2.01716396,-0.866584627,-0.644190856,-0.719156758,-0.38588521,-3.83703989,-3.948764484,-0.328499044,-0.031741069,0.328886616,-0.098095158,0.046204243,-5.485267994,-5.864352789
YHR055C,CUP1-2,,CR,tail-independent,157.1034934,-1.641446067,-0.479963859,-0.695069206,-0.03111964,-0.078970471,-1.460015453,-0.264779586,-0.142788872,-2.184225565,-2.953881826,0.141092319,0.249978253,0.29652983,-0.308908766,-0.62653985,-2.904370604,-5.717825408
YDL124W,YDL124W,TATA-containing,CR,tail-dependent,156.4229023,-3.583465745,-3.628483476,-0.218761945,-0.657102076,0.144917262,-0.213480789,-0.044859109,-0.045483142,-3.690949707,-4.714768397,-0.986798287,-0.987688447,0.529384882,0.227953102,0.174745397,-4.664151665,-6.000520279
YDL055C,PSA1,TATA-containing,CR,tail-dependent,153.9932202,-2.189508842,-2.660676899,-0.078959335,-0.68908831,0.204351014,-0.053650501,0.09200459,0.040449888,-3.249366192,-3.472838349,-1.194229188,-0.912488851,0.411441935,0.097256361,0.047801283,-4.278824116,-6.127123169
YEL034W,HYP2,TATA-containing,CR,tail-dependent,153.2633939,-2.075030341,-2.486546709,-0.610594795,-0.931911067,-0.064638566,0.067441551,-0.048616601,-0.035939632,-2.746943143,-3.129190072,-0.680864639,-0.693004213,-0.247913136,-0.350572028,-0.430831449,-4.137430496,-4.096908125
YBR010W,HHT1,TATA-containing,CR,tail-independent,153.2281273,-1.788467439,-1.447261635,-0.713416394,-0.920461367,-0.091776173,-1.565744346,0.402134927,0.154390667,-1.868426285,-2.46233293,-0.060581901,-0.448980133,-0.090797147,-0.106228031,-0.238342116,-2.45645952,-6.345029263
YEL071W,DLD3,TATA-containing,CR,tail-dependent,151.867329,-2.163495241,-2.760144312,-0.104260329,-0.442261034,0.019692108,-1.392843323,0.018135948,-0.101273443,-1.913711776,-3.636181153,-1.252250109,-0.907686029,-0.08801059,-0.651887648,-0.700826831,-3.255459001,-4.492950361
YAL003W,EFB1,TATA-less,CR,tail-independent,150.8641868,-1.58049623,-2.527524724,-1.30220971,-1.88683033,-0.314172985,-0.832081144,-0.395249403,-0.155014274,-3.527992368,-3.436798576,-0.268183264,-0.452776594,-0.258913085,-0.290048212,-0.339520032,-4.265184258,-4.782144305
YMR058W,FET3,TATA-containing,CR,tail-dependent,150.8340047,-2.152236751,-2.287516099,-0.320574672,-0.526030768,-0.501684658,-1.692571838,-0.470727692,-0.447031274,-2.899214369,-3.901384119,-1.819971005,-1.684310818,-0.242040089,-0.409676441,-0.238264477,-4.012928297,-5.509780969
YCR005C,CIT2,TATA-containing,CR,tail-dependent,150.3370902,-1.384127164,-1.182637115,0.551948745,0.004666406,0.19530632,-0.555413282,0.254772006,0.114964033,-1.729011015,-3.147408709,-1.429485759,-1.224812288,0.658356232,-0.143888966,-0.332923265,-2.71477276,-4.676990529
YEL046C,GLY1,TATA-containing,CR,tail-dependent,150.2860513,-2.350887233,-2.267744939,-0.294258497,-0.743391583,0.043442103,-0.507271627,0.121410777,0.092050616,-2.480299927,-3.086356452,-0.880487777,-0.872463299,0.211218608,-0.054622999,-0.093619588,-4.939914783,-6.024440027
YOL086C,ADH1,TATA-containing,CR,tail-dependent,149.3454582,-3.172028418,-4.8661332,0.259307268,-0.59768093,0.600237049,-0.065338265,0.217039942,0.018397863,-1.637012889,-1.414801784,-0.912149405,-1.155117084,0.056655377,-0.415825975,-0.686377067,-3.090765087,-4.250789823
YMR318C,ADH6,TATA-less,CR,tail-independent,146.3627015,-0.965654427,-1.698972076,-0.786525045,-1.273499402,-0.407209803,-0.710677424,-0.153188069,-0.238454369,-2.73935985,-3.12287694,-0.001906668,-0.072278684,-0.443590313,-0.279246208,-0.166706694,-4.497705303,-5.730347382
YPR149W,NCE102,TATA-containing,CR,tail-dependent,146.0550224,-4.559607185,-4.346365521,-0.29379999,-0.871651496,0.192249596,-0.057808633,0.15186813,0.378054176,-2.950566283,-3.899123488,-0.747545671,-0.861798486,0.636618041,0.164347091,-0.001157073,-4.183907958,-5.222409971
YKL096W-A,CWP2,TATA-containing,CR,tail-dependent,145.2418724,-3.550355507,-4.959506109,-0.339473489,-1.122797222,-0.181606242,0.518349622,0.465920627,0.42836992,-3.455917245,-3.215173473,-0.428118623,-0.696601849,0.837650599,0.478891838,0.448483293,-2.5008611,-3.796286508
YKL056C,TMA19,TATA-less,CR,tail-independent,142.5946613,-1.141928238,-2.297594843,-1.0665585,-1.523504773,-0.202756361,-1.537951574,-0.252058357,-0.234162073,-2.751793887,-2.25768861,-0.143520743,-0.222343173,-0.31887946,-0.199427668,-0.384997337,-3.50584088,-4.168260962
YCR024C-B,YCR024C-B,,CR,tail-dependent,139.9088402,-2.506997944,-2.659315611,-0.62735466,-1.739009572,0.298767041,-0.366772606,0.014093119,0.029548392,-3.75053833,-3.033064139,-0.563015556,-0.930647983,-0.136858851,0.035970643,-0.147016957,-3.358854664,-5.42764764
YGL253W,HXK2,TATA-containing,CR,tail-dependent,136.3338289,-1.436309024,-1.539600424,-0.278348393,-1.018701963,0.004964139,-0.188606436,-0.063526266,0.04718303,-2.157451049,-2.398561428,-0.603558264,-0.538925233,0.098137284,-0.032680393,-0.15683238,-4.068252412,-5.105858587
YBL003C,HTA2,TATA-containing,CR,tail-dependent,130.6753349,-2.073789633,-2.416179202,-0.45631984,-0.596777076,0.23917621,-0.988181497,0.118646568,0.10215743,-2.529205537,-2.65957495,-0.521378096,-0.817986781,0.342937536,0.115037222,-0.089743327,-2.212169562,-6.488327764
YOR063W,RPL3,TATA-containing,CR,tail-independent,130.1600232,-0.885645561,-1.504348135,-0.992402232,-1.480862412,-0.376496467,-0.595363196,-0.05228989,0.081635825,-2.014113923,-1.870573872,-0.152135246,-0.011810016,-0.101620818,-0.029575597,-0.109035565,-3.282475638,-4.190960693
YDL020C,RPN4,TATA-containing,CR,tail-independent,125.5997851,-0.779370812,-0.560802027,-0.094791851,0.34733553,0.456914048,0.650254563,0.008261018,0.135688725,-0.864377183,-1.588822768,0.000608689,0.31962233,0.823706919,0.393092344,0.407213423,-1.624788481,-3.055384503
YNL231C,PDR16,TATA-containing,CR,tail-dependent,123.7173322,-2.59227951,-2.781425624,-0.026196107,-0.187606639,0.343467241,-0.179720804,-0.018234552,-0.142570367,-2.488617821,-3.233293694,-0.458607416,-0.466766001,0.269755085,0.167263934,-0.02146315,-4.266462795,-5.232492516
YHR162W,MPC2,TATA-less,CR,tail-dependent,122.0194181,-2.063593055,-1.663122839,-0.589458382,-0.878902895,-0.201589407,-0.629613852,-0.2246861,-0.249733896,-2.638857933,-3.276192044,-0.437253424,-0.415233878,-0.265788216,-0.599278828,-0.89189763,-4.514233675,-5.136513504
YCL026C-B,HBN1,,CR,tail-independent,121.063638,-0.812567659,-1.457096309,-0.210586888,0.005858485,-0.702653784,-1.372078314,0.04555589,0.102999989,-3.584962501,-4.465518949,0.238263071,-0.727763101,0.081144241,-0.242964482,-0.142722477,-3.682404168,-6.393531302
YKL081W,TEF4,TATA-less,CR,tail-independent,118.8520051,-1.139121666,-1.282276653,-0.751616742,-1.734745959,-0.395666637,-0.935504413,-0.213570668,-0.061246363,-2.170178577,-2.350094149,-0.130317541,-0.331135909,0.015120044,-0.222539523,-0.219060333,-3.192675692,-4.574591432
YJL101C,GSH1,TATA-less,CR,tail-independent,117.6792234,-1.825204366,-2.169022284,-0.51604736,-0.582039636,-0.096446325,-0.091762679,0.035259102,0.109152343,-2.362081488,-2.801744057,0.493707246,-0.323730751,0.587618474,0.324405991,0.328279193,-4.920171345,-5.134941736
YKR071C,DRE2,TATA-less,CR,tail-independent,115.8176687,-0.914952567,-1.287131718,-0.786154553,-0.782425461,-0.157778384,-0.735002236,-0.22634127,-0.186496655,-1.674734767,-2.065193803,0.336745593,0.11956593,0.401454226,0.358500769,0.265957343,-4.275990401,-4.415196588
YOR302W,YOR302W,TATA-less,CR,tail-dependent,115.5260922,-1.783401266,-1.596300794,0.058512954,-0.240983242,0.481522891,-0.450979429,0.236692067,-0.220083868,-1.823615902,-2.439400021,-0.351618634,-0.983224287,0.842950702,0.479661594,0.343832557,-3.731456025,-4.19257374
YDR502C,SAM2,TATA-less,CR,tail-dependent,114.8295972,-3.478578497,-2.81841016,-0.722385236,-0.886918643,-0.261403208,-1.359954605,-0.67563016,-0.51694509,-4.386212594,-4.687971993,-1.513444548,-1.202253484,0.078588957,-0.119637029,-0.135966694,-5.311359743,-5.298685819
YDR033W,MRH1,TATA-containing,CR,tail-dependent,114.7715837,-4.798354939,-5.434380695,-0.277400186,-0.781057004,0.019790737,0.372775516,0.345707848,0.363833414,-3.420687681,-4.554800194,-1.467587916,-1.63906663,0.523795039,0.051232731,-0.053660168,-3.881245089,-5.684993038
YPR065W,ROX1,TATA-less,CR,tail-dependent,113.6021968,-1.739347617,-1.507499474,-0.094216206,-0.199225965,-0.014221453,-1.540201335,-0.25187992,-0.02033445,-1.888106591,-2.517371714,-0.632435901,-0.786261811,0.310374617,-0.158654023,-0.107067191,-3.277307261,-4.681621258
YJR009C,TDH2,TATA-containing,CR,tail-dependent,110.3366871,-3.672168207,-2.859878046,0.861113463,0.301118385,1.330256665,1.002469073,0.44296783,0.288732374,-2.674141562,-3.349848723,-1.757862263,-1.326742097,1.157165172,0.471772466,0.158668454,-3.623871508,-5.251451245
YDR135C,YCF1,TATA-containing,CR,tail-independent,108.3136897,-1.34457211,-1.188788189,-0.338238086,-0.281456139,-0.076447598,-0.063487683,-0.040972293,-0.01965725,-2.043603761,-2.192488412,0.169317257,-0.022678802,0.758004295,-0.040712443,-0.046859196,-3.294611382,-4.576156517
YPL250C,ICY2,TATA-containing,CR,tail-dependent,106.919134,-0.62550821,-0.365164096,-0.048647462,-0.323885627,0.233522315,-0.690233818,-0.090410371,-0.163413473,-1.684546281,-3.221318588,-0.659863612,-0.593336152,0.568855009,0.017356853,-0.012018605,-3.246926074,-4.768672328
YCR102C,YCR102C,,CR,tail-independent,106.0676639,-2.895626463,-2.847022177,-0.59464197,-0.77642679,-0.240882475,-2.173059403,-0.350988599,-0.527830103,-3.21468158,-3.516163504,0.031045973,-0.027017551,-0.748547667,-0.53572403,-0.503167263,-4.736708141,-6.094618613
