5073
RAS1	RAS1	MissingGeneType
CRC1	CRC1	MissingGeneType
KTR1	KTR1	MissingGeneType
NUP1	NUP1	MissingGeneType
YOR097C	YOR097C	MissingGeneType
RPS7A	RPS7A	MissingGeneType
RKI1	RKI1	MissingGeneType
ARF3	ARF3	MissingGeneType
ECM3	ECM3	MissingGeneType
TMA46	TMA46	MissingGeneType
PTC5	PTC5	MissingGeneType
VPS21	VPS21	MissingGeneType
YVC1	YVC1	MissingGeneType
TCB1	TCB1	MissingGeneType
OST3	OST3	MissingGeneType
LPX1	LPX1	MissingGeneType
TGL5	TGL5	MissingGeneType
DIA2	DIA2	MissingGeneType
ATX2	ATX2	MissingGeneType
BUD21	BUD21	MissingGeneType
RTS2	RTS2	MissingGeneType
SKI7	SKI7	MissingGeneType
UFE1	UFE1	MissingGeneType
CDC21	CDC21	MissingGeneType
SGO1	SGO1	MissingGeneType
YOR072W-B	YOR072W-B	MissingGeneType
NRT1	NRT1	MissingGeneType
GYP1	GYP1	MissingGeneType
VAM10	VAM10	MissingGeneType
VPS5	VPS5	MissingGeneType
ALG8	ALG8	MissingGeneType
MSA1	MSA1	MissingGeneType
CYT1	CYT1	MissingGeneType
YNG1	YNG1	MissingGeneType
RPL3	RPL3	MissingGeneType
YOR062C	YOR062C	MissingGeneType
CKA2	CKA2	MissingGeneType
ASE1	ASE1	MissingGeneType
SGT1	SGT1	MissingGeneType
NOB1	NOB1	MissingGeneType
VHS3	VHS3	MissingGeneType
RSB1	RSB1	MissingGeneType
RAT1	RAT1	MissingGeneType
STD1	STD1	MissingGeneType
DBP5	DBP5	MissingGeneType
TOM6	TOM6	MissingGeneType
IRC23	IRC23	MissingGeneType
WHI2	WHI2	MissingGeneType
CUE5	CUE5	MissingGeneType
GLO4	GLO4	MissingGeneType
CKB2	CKB2	MissingGeneType
HIR2	HIR2	MissingGeneType
CYC2	CYC2	MissingGeneType
PEP12	PEP12	MissingGeneType
SHE4	SHE4	MissingGeneType
